country,year,Broad money (% of GDP),Domestic credit to private sector (% of GDP),"GDP per capita, PPP (constant 2021 international $)",Gross capital formation (% of GDP),"Inflation, GDP deflator (annual %)",world_broad_money,broad_money_gap_world,broad_money_gap_world_pct,broad_money_percentile
MEX,1986,26.56778188,48.00314815,35.50211225,17.83419879,70.85101727,82.6959625,-56.128180619999995,-67.8729395283355,0.44
MEX,1987,25.97513147,48.00314815,35.50211225,18.31057874,142.0253387,87.37848082,-61.40334934999999,-70.27285067646247,0.38
MEX,1988,11.12999972,48.00314815,35.50211225,22.75126853,100.5759863,91.01066932,-79.8806696,-87.77066490867557,0.02
MEX,1989,16.51663765,48.00314815,35.50211225,23.10624119,27.39440044,92.20289031,-75.68625266000001,-82.08663785433562,0.04
MEX,1990,22.51341708,48.00314815,17169.59259,23.27060354,28.10591239,86.94825158,-64.43483450000001,-74.1071077671002,0.12
MEX,1991,26.11474576,48.00314815,17511.73131,23.42627673,23.71325751,88.3276964,-62.21295063999999,-70.43425015666999,0.42
MEX,1992,27.13845607,48.00314815,17796.40597,23.32059903,14.81388558,86.93232118,-59.79386511,-68.78208737368492,0.46
MEX,1993,21.58680066,48.00314815,17970.58719,22.62403067,42.86762323,90.52539451,-68.93859384999999,-76.15387286976652,0.08
MEX,1994,22.91993355,48.00314815,18422.81993,24.33725794,8.360627287,90.31074809,-67.39081454000001,-74.62103455597673,0.14
MEX,1995,23.13939381,48.00314815,17028.1215,19.31154336,38.8092294,91.48657165,-68.34717784,-74.707333117122,0.16
MEX,1996,21.83881419,48.00314815,17775.87279,19.73762696,26.696774,88.696028,-66.85721380999999,-75.37791186094601,0.1
MEX,1997,27.14071542,20.31290908,18737.64265,21.14601713,17.73369115,89.15721512,-62.016499700000004,-69.55858773351062,0.48
MEX,1998,25.94257689,17.93177764,19573.06546,22.80395162,15.71605544,91.89188709,-65.9493102,-71.76837073267248,0.36
MEX,1999,25.99769685,15.538535,19793.28529,22.24343775,15.31908134,98.57277603,-72.57507918,-73.6258854654882,0.4
MEX,2000,21.35725151,14.34778095,20470.49377,22.26492461,10.69796455,98.65619483,-77.29894332,-78.35183938849266,0.06
MEX,2001,23.94671874,12.24097723,20078.21839,20.27382156,6.473009149,95.42573014,-71.47901139999999,-74.90538589029651,0.2
MEX,2002,23.90551374,14.17826254,19744.79337,20.40842563,5.502324114,96.23554479,-72.33003105,-75.15937194290808,0.18
MEX,2003,24.77253782,14.64127546,19701.46339,20.88084586,4.279667261,97.0956432,-72.32310538,-74.48645788465204,0.24
MEX,2004,25.01010318,14.10549326,20127.22429,22.04617823,8.117443128,95.91436236,-70.90425918,-73.92454835269781,0.28
MEX,2005,25.43708318,15.31359081,20277.25529,21.52214597,5.884982746,95.29212519,-69.85504200999999,-73.30620643701482,0.32
MEX,2006,24.40477832,18.35189167,20965.82561,22.56410295,6.107154369,96.10562116,-71.70084284,-74.60629458981379,0.22
MEX,2007,24.81360874,20.43946981,21102.26883,23.07191469,6.127792141,96.41543203,-71.60182329,-74.26386189683912,0.26
MEX,2008,25.18026361,19.75537532,20992.56027,24.12131588,6.310381643,100.0025134,-74.82224979,-74.82036925483915,0.3
MEX,2009,28.47563996,21.61192257,19385.54373,23.25925081,5.243482418,111.0087715,-82.53313154,-74.34829736855524,0.52
MEX,2010,29.30788464,22.32377503,20058.38549,23.33148941,4.372964401,107.9480905,-78.64020586000001,-72.85002031601476,0.56
MEX,2011,29.48742624,23.58483284,20457.60017,24.25175813,5.669633686,109.1949223,-79.70749606,-72.99560673802503,0.58
MEX,2012,29.98510736,24.92705638,20898.93572,24.37773906,4.542214931,111.5060523,-81.52094493999999,-73.10898669488634,0.64
MEX,2013,31.65407987,27.85905933,20805.34804,22.6807316,1.703882814,112.095354,-80.44127413,-71.7614702657525,0.68
MEX,2014,33.19596884,28.18368211,21069.76617,22.29327598,4.368368902,114.5310446,-81.33507576,-71.01574603118567,0.76
MEX,2015,35.12920262,30.83049787,21408.92832,23.73612975,3.225428911,117.7380764,-82.60887378,-70.16326094826533,0.78
MEX,2016,36.55344349,32.95084239,21578.26335,24.34339234,6.077587842,121.6668651,-85.11342160999999,-69.95612284416457,0.82
MEX,2017,37.44990477,34.34312567,21777.52251,23.89235071,6.567594911,119.9613444,-82.51143963,-68.78168967069361,0.86
MEX,2018,36.48982086,33.61521781,21997.77302,23.47749306,5.204499975,120.2048697,-83.71504884000001,-69.6436417667029,0.8
MEX,2019,36.76748873,35.58518648,21704.18595,22.14854264,4.319010236,122.2835326,-85.51604387,-69.93259194574495,0.84
MEX,2020,43.50138124,36.93258977,19728.48178,20.23665935,4.619790125,140.0833201,-96.58193886000001,-68.94606637753441,0.96
MEX,2021,42.99093586,35.05706055,20782.58774,21.70749393,4.487972743,139.9156172,-96.92468134,-69.27366885817518,0.94
MEX,2022,41.70869538,34.24876961,21391.85737,22.77019489,6.666649468,136.9038372,-95.19514182,-69.53431238083661,0.9
MEX,2023,42.90254144,33.22560992,21864.92361,23.30500413,4.676374048,135.5653641,-92.66282266000002,-68.35287410997336,0.92
MEX,2024,46.43987476,35.07481995,21970.35204,23.90340645,3.746627359,136.1055622,-89.66568744,-65.87951733246652,0.98
MEX,2025,48.00314815,35.50211225,21911.92928,22.6109827,4.630958023,136.1055622,-88.10241405000001,-64.73094311938414,1.0
URY,1976,26.91812267,22.34369323,30.75760626,20.95897876,47.29149242,61.83287432,-34.91475165,-56.46632480532566,0.02
URY,1977,30.97361333,25.7328905,30.75760626,21.48539449,55.60669162,62.12656097,-31.15294764,-50.14432982222097,0.04
URY,1978,38.33838809,29.34125865,30.75760626,22.71022887,46.80166099,65.39267936,-27.05429127,-41.372048881894905,0.2
URY,1979,37.37554753,33.94831982,30.75760626,24.04150048,79.20819471,64.11446166,-26.738914130000005,-41.704965522126486,0.16
URY,1980,39.51424016,37.23591167,30.75760626,17.34631903,54.76270098,62.94883596,-23.434595799999997,-37.228005002175415,0.24
URY,1981,45.48544147,40.42415806,30.75760626,21.39046357,27.34459951,64.65567791,-19.170236439999996,-29.649733882126732,0.52
URY,1982,63.88495455,72.38234399,30.75760626,19.79651878,18.16226689,67.39981766,-3.514863109999993,-5.2149445384716095,1.0
URY,1983,52.50320705,57.96174349,30.75760626,14.25354201,53.73104707,70.78738012,-18.284173069999994,-25.829707271273982,0.8
URY,1984,58.41878892,52.82851831,30.75760626,12.1267005,56.34960683,73.1733284,-14.754539480000005,-20.163821712939882,0.92
URY,1985,52.25060166,55.28629207,30.75760626,11.37877294,74.01716145,74.66205194,-22.411450279999997,-30.017190390119886,0.78
URY,1986,54.35695924,46.77741229,30.75760626,11.18166228,70.96333508,82.6959625,-28.33900325999999,-34.26890794094088,0.86
URY,1987,45.60122826,37.05291261,30.75760626,14.29512041,72.78399122,87.37848082,-41.777252559999994,-47.81183212152806,0.54
URY,1988,46.83627141,38.31548547,30.75760626,14.66974755,74.63639178,91.01066932,-44.17439791,-48.537603601924594,0.6
URY,1989,53.54206938,36.33086492,30.75760626,12.06646355,76.07946615,92.20289031,-38.66082093,-41.930161625103615,0.82
URY,1990,55.84337267,32.43984008,14060.84015,12.20085101,106.8366765,86.94825158,-31.104878910000004,-35.774013099482275,0.88
URY,1991,48.84356626,25.51205009,14474.72723,15.12534471,100.8081676,88.3276964,-39.48413013999999,-44.701867873008396,0.64
URY,1992,42.66986949,25.31990378,15536.48133,15.3848956,59.6236227,86.93232118,-44.26245169,-50.915989690820766,0.38
URY,1993,38.37694036,24.86348115,15865.27151,15.64129551,47.85192889,90.52539451,-52.14845415,-57.606436770887925,0.22
URY,1994,36.60305465,23.85579907,16932.02204,15.87163413,38.95718236,90.31074809,-53.70769344000001,-59.46987991559666,0.14
URY,1995,36.04285582,26.43822057,16600.0329,15.40771142,41.04832687,91.48657165,-55.44371583,-60.603118938712576,0.08
URY,1996,36.21040017,26.80770338,17433.68669,15.24021227,26.43173778,88.696028,-52.48562783,-59.17472181505129,0.1
URY,1997,33.66339515,25.90578431,18823.93479,16.84529339,27.4851661,89.15721512,-55.493819970000004,-62.24265741735967,0.06
URY,1998,36.29611467,40.521269,19577.78255,17.33757808,12.38390546,91.89188709,-55.595772419999996,-60.50128491272449,0.12
URY,1999,40.08127742,43.5957665,19192.7103,15.07533096,3.882996065,98.57277603,-58.49149861,-59.33839034034963,0.28
URY,2000,43.24048613,45.09422693,18752.05071,14.4570209,3.539308493,98.65619483,-55.4157087,-56.17053120231314,0.4
URY,2001,49.15120645,53.85388568,17986.89395,14.32793979,4.826618333,95.42573014,-46.27452369,-48.49271116093134,0.68
URY,2002,59.56629305,70.51173827,16572.7819,13.07290595,12.61627664,96.23554479,-36.66925174000001,-38.1036464437518,0.98
URY,2003,58.40820382,43.18654311,16694.4326,15.20630885,16.54163515,97.0956432,-38.68743938,-39.844670785393184,0.9
URY,2004,48.97946675,24.1933896,17519.37299,17.4684628,10.105056,95.91436236,-46.93489561,-48.93416841352392,0.66
URY,2005,45.28475535,22.47494307,18811.31248,17.69885816,0.677868374,95.29212519,-50.007369839999996,-52.47796682075445,0.5
URY,2006,45.20977722,23.75193528,19560.07435,19.46057343,7.41439913,96.10562116,-50.89584394,-52.9582383690823,0.48
URY,2007,39.93378583,23.02997259,20803.88531,19.52605528,10.31496818,96.41543203,-56.48164620000001,-58.58154136821743,0.26
URY,2008,43.98744959,27.16853395,22249.37509,23.20809459,8.902388578,100.0025134,-56.01506381,-56.01365596277104,0.42
URY,2009,37.81978418,19.8647261,23138.07331,19.62477452,8.617074545,111.0087715,-73.18898732,-65.93081459333148,0.18
URY,2010,40.52392033,21.40403612,24879.8256,19.40760548,5.746856984,107.9480905,-67.42417017,-62.45980809637387,0.32
URY,2011,41.38090999,21.97399051,26099.31165,20.88231101,9.875420246,109.1949223,-67.81401231000001,-62.10363163562598,0.34
URY,2012,40.16449946,22.17052919,26953.2709,22.91537973,9.412912474,111.5060523,-71.34155283999999,-63.97998258252391,0.3
URY,2013,41.97292944,24.37688152,28119.47269,22.48441201,8.999246669,112.095354,-70.12242456,-62.556048986651135,0.36
URY,2014,44.01859484,25.16679317,28935.08649,21.20281224,10.2206566,114.5310446,-70.51244976000001,-61.56623298623089,0.44
URY,2015,49.42991068,27.81400853,28941.61845,19.7053904,9.855420322,117.7380764,-68.30816572,-58.01705600143473,0.7
URY,2016,46.71193183,25.6815823,29332.55616,17.38918657,8.165456543,121.6668651,-74.95493327,-61.60669399050703,0.58
URY,2017,44.27518777,23.92630027,29762.42207,15.92400932,5.680172805,119.9613444,-75.68615663,-63.09212105662263,0.46
URY,2018,45.97603886,24.94485122,29757.92761,14.85341398,7.525562174,120.2048697,-74.22883084,-61.75193319975788,0.56
URY,2019,48.78338585,25.3082497,30010.56288,14.12081135,8.256330832,122.2835326,-73.50014675,-60.10633254309501,0.62
URY,2020,59.12690147,27.88463978,27788.17496,16.23365571,10.72339579,140.0833201,-80.95641863,-57.79161899661457,0.96
URY,2021,58.75064182,26.7129872,29431.87388,18.19670198,11.07400816,139.9156172,-81.16497538000002,-58.00994699825404,0.94
URY,2022,52.08044503,26.38220447,30840.07098,18.61484039,5.989019483,136.9038372,-84.82339217,-61.9583745093158,0.76
URY,2023,50.33792035,28.13801091,31100.96969,17.65662838,4.053429381,135.5653641,-85.22744375000002,-62.86815538453602,0.72
URY,2024,54.21914435,30.56525671,32149.48007,15.92301137,4.184626016,136.1055622,-81.88641785000002,-60.16390258149201,0.84
URY,2025,51.47128923,30.75760626,32741.62469,16.17835396,4.333084541,136.1055622,-84.63427297000001,-62.18281722067638,0.74
WLD,1976,61.83287432,136.1055622,140.3204509,26.29296003,9.281522019,61.83287432,0.0,0.0,0.02
WLD,1977,62.12656097,72.07925509,140.3204509,26.56692778,9.693085608,62.12656097,0.0,0.0,0.04
WLD,1978,65.39267936,72.07925509,140.3204509,26.91048151,7.797801406,65.39267936,0.0,0.0,0.12
WLD,1979,64.11446166,72.07925509,140.3204509,27.17505545,11.51224723,64.11446166,0.0,0.0,0.08
WLD,1980,62.94883596,72.07925509,140.3204509,26.59882432,13.05354569,62.94883596,0.0,0.0,0.06
WLD,1981,64.65567791,72.81777669,140.3204509,25.93502514,10.04785874,64.65567791,0.0,0.0,0.1
WLD,1982,67.39981766,75.53162967,140.3204509,24.55886113,8.113086842,67.39981766,0.0,0.0,0.14
WLD,1983,70.78738012,80.1446352,140.3204509,24.1114659,7.725272838,70.78738012,0.0,0.0,0.16
WLD,1984,73.1733284,82.67042743,140.3204509,25.24186467,7.923232848,73.1733284,0.0,0.0,0.18
WLD,1985,74.66205194,87.54898181,140.3204509,25.00179932,5.526820143,74.66205194,0.0,0.0,0.2
WLD,1986,82.6959625,98.56793328,140.3204509,25.05486351,5.097969808,82.6959625,0.0,0.0,0.22
WLD,1987,87.37848082,105.0024373,140.3204509,25.26948615,7.176368511,87.37848082,0.0,0.0,0.28
WLD,1988,91.01066932,109.5939205,140.3204509,26.38648166,6.513415319,91.01066932,0.0,0.0,0.4
WLD,1989,92.20289031,115.0575142,140.3204509,26.9406614,7.147738828,92.20289031,0.0,0.0,0.46
WLD,1990,86.94825158,115.0575142,11275.13398,26.56903573,7.906598429,86.94825158,0.0,0.0,0.26
WLD,1991,88.3276964,115.0575142,11183.41069,25.87645793,8.665658945,88.3276964,0.0,0.0,0.3
WLD,1992,86.93232118,115.0575142,11147.5576,25.25877943,7.344066929,86.93232118,0.0,0.0,0.24
WLD,1993,90.52539451,121.3731475,11138.33219,24.7053019,7.559538278,90.52539451,0.0,0.0,0.38
WLD,1994,90.31074809,119.9359016,11264.77783,25.02422812,9.808157635,90.31074809,0.0,0.0,0.36
WLD,1995,91.48657165,120.73523,11442.80415,25.04717277,8.667818239,91.48657165,0.0,0.0,0.42
WLD,1996,88.696028,120.1820714,11691.70786,24.84646941,6.619638968,88.696028,0.0,0.0,0.32
WLD,1997,89.15721512,123.0708337,11979.7238,24.63104906,4.260791089,89.15721512,0.0,0.0,0.34
WLD,1998,91.89188709,128.77583,12098.40319,24.20868887,4.675120892,91.89188709,0.0,0.0,0.44
WLD,1999,98.57277603,139.0020602,12360.74333,24.33881846,4.210807178,98.57277603,0.0,0.0,0.62
WLD,2000,98.65619483,134.39255,12780.63814,24.69810478,5.24260503,98.65619483,0.0,0.0,0.64
WLD,2001,95.42573014,123.4456402,12915.05532,23.89055537,3.941794104,95.42573014,0.0,0.0,0.5
WLD,2002,96.23554479,120.5947098,13104.3468,23.25386343,3.583238511,96.23554479,0.0,0.0,0.56
WLD,2003,97.0956432,124.3907903,13410.59783,23.42721642,4.003965725,97.0956432,0.0,0.0,0.6
WLD,2004,95.91436236,124.2670753,13921.3401,24.09493129,5.629248197,95.91436236,0.0,0.0,0.52
WLD,2005,95.29212519,125.1203747,14377.20536,24.45938842,5.777817973,95.29212519,0.0,0.0,0.48
WLD,2006,96.10562116,127.7166488,14934.6933,25.00717173,5.875935811,96.10562116,0.0,0.0,0.54
WLD,2007,96.41543203,127.9225622,15519.53751,25.46622709,5.953545136,96.41543203,0.0,0.0,0.58
WLD,2008,100.0025134,119.8925723,15756.19739,25.46020818,7.860966094,100.0025134,0.0,0.0,0.66
WLD,2009,111.0087715,124.4842918,15456.59251,23.42349319,2.035574468,111.0087715,0.0,0.0,0.72
WLD,2010,107.9480905,119.2008466,16050.85285,24.62677158,4.229784729,107.9480905,0.0,0.0,0.68
WLD,2011,109.1949223,114.5994752,16478.65087,25.34954276,5.476499433,109.1949223,0.0,0.0,0.7
WLD,2012,111.5060523,115.4197582,16785.05388,25.48716075,3.606434269,111.5060523,0.0,0.0,0.74
WLD,2013,112.095354,117.4883695,17121.72318,25.59703759,2.260770609,112.095354,0.0,0.0,0.76
WLD,2014,114.5310446,118.8069186,17502.78046,25.87947205,1.974397796,114.5310446,0.0,0.0,0.78
WLD,2015,117.7380764,123.1119222,17870.97974,25.92454086,2.320565354,117.7380764,0.0,0.0,0.8
WLD,2016,121.6668651,124.550893,18234.01877,25.66630537,1.987078912,121.6668651,0.0,0.0,0.86
WLD,2017,119.9613444,125.4241118,18714.57368,26.1215187,2.974740108,119.9613444,0.0,0.0,0.82
WLD,2018,120.2048697,124.755658,19189.49223,26.66189953,2.787709514,120.2048697,0.0,0.0,0.84
WLD,2019,122.2835326,129.2855601,19551.08537,26.56411734,2.37586014,122.2835326,0.0,0.0,0.88
WLD,2020,140.0833201,144.7530921,18812.49218,26.45742608,1.982160556,140.0833201,0.0,0.0,1.0
WLD,2021,139.9156172,141.7634573,19875.56692,27.23730539,4.557808315,139.9156172,0.0,0.0,0.98
WLD,2022,136.9038372,134.4255445,20421.73368,27.47393935,7.333874589,136.9038372,0.0,0.0,0.96
WLD,2023,135.5653641,135.9707942,20894.86637,26.65774659,4.992518878,135.5653641,0.0,0.0,0.9
WLD,2024,136.1055622,140.3204509,21393.18436,26.28769098,4.087575663,136.1055622,0.0,0.0,0.93
WLD,2025,136.1055622,140.3204509,21913.50949,26.28769098,3.331760947,136.1055622,0.0,0.0,0.93
