country,series,year,value,decade,change,annual_change,pct_change,rolling_5y,rolling_std_5y
BRA,"Inflation, GDP deflator (annual %)",2024,4.079674485,2020,-1.0798265889999996,-1.0798265889999996,-20.928895517466074,7.4658456008,3.5406286070242294
BRA,"Inflation, GDP deflator (annual %)",2025,5.72744779,2020,1.6477733050000003,1.6477733050000003,40.38982303756031,7.316835234199999,3.6079244033697693
CHL,Broad money (% of GDP),1976,19.36229367,1970,,,,,
CHL,Broad money (% of GDP),1977,17.37293108,1970,-1.989362589999999,-1.989362589999999,-10.27441595456392,,
CHL,Broad money (% of GDP),1978,19.73822636,1970,2.365295279999998,2.365295279999998,13.614831424289498,18.824483703333332,1.2710566905461254
CHL,Broad money (% of GDP),1979,22.65199799,1970,2.913771630000003,2.913771630000003,14.76207424545921,19.781362275,2.1770445893567296
CHL,Broad money (% of GDP),1980,26.44104221,1980,3.7890442199999974,3.7890442199999974,16.727196522234888,21.113298262,3.524898541144678
CHL,Broad money (% of GDP),1981,27.51640226,1980,1.0753600500000005,1.0753600500000005,4.06701082907126,22.74411998,4.310900870176431
CHL,Broad money (% of GDP),1982,35.88017411,1980,8.36377185,8.36377185,30.395586497724068,26.445568586,6.114288679856017
CHL,Broad money (% of GDP),1983,33.01381482,1980,-2.8663592899999983,-2.8663592899999983,-7.988699500767272,29.100686278,5.301963629269283
CHL,Broad money (% of GDP),1984,36.21217616,1980,3.198361339999998,3.198361339999998,9.687948385966006,31.812721912,4.6004155956268855
CHL,Broad money (% of GDP),1985,37.64908563,1980,1.4369094700000034,1.4369094700000034,3.9680284986220116,34.054330596,4.023041317738832
CHL,Broad money (% of GDP),1986,36.6078653,1980,-1.0412203300000016,-1.0412203300000016,-2.7655926102235107,35.87262320399999,1.7309345953312785
CHL,Broad money (% of GDP),1987,35.93755771,1980,-0.6703075900000002,-0.6703075900000002,-1.8310480125155015,35.884099924,1.7311873953761387
CHL,Broad money (% of GDP),1988,36.00306973,1980,0.0655120199999999,0.0655120199999999,0.18229402378606707,36.481950906,0.7029451338369979
CHL,Broad money (% of GDP),1989,37.80707592,1980,1.8040061900000026,1.8040061900000026,5.010701041685883,36.800930858,0.8875477853332724
CHL,Broad money (% of GDP),1990,36.99722775,1990,-0.8098481700000022,-0.8098481700000022,-2.14205449718895,36.670559282,0.7721959755138026
CHL,Broad money (% of GDP),1991,35.84650329,1990,-1.1507244599999993,-1.1507244599999993,-3.11029914937343,36.518286880000005,0.857955392039222
CHL,Broad money (% of GDP),1992,35.73828515,1990,-0.10821813999999819,-0.10821813999999819,-0.3018931557270954,36.478432368,0.8954837014425517
CHL,Broad money (% of GDP),1993,37.21625341,1990,1.4779682599999973,1.4779682599999973,4.13553211575961,36.721069104,0.8988341841414597
CHL,Broad money (% of GDP),1994,34.75488304,1990,-2.4613703699999974,-2.4613703699999974,-6.613697361966664,36.110630528,1.0068406180783798
CHL,Broad money (% of GDP),1995,35.61525123,1990,0.8603681899999955,0.8603681899999955,2.47553182385849,35.834235224000004,0.884913317126659
CHL,Broad money (% of GDP),1996,38.67438823,1990,3.0591369999999998,3.0591369999999998,8.58940171513709,36.39981221199999,1.5491302608709248
CHL,Broad money (% of GDP),1997,43.3789624,1990,4.704574170000001,4.704574170000001,12.164572952056751,37.927947661999994,3.398313838720334
CHL,Broad money (% of GDP),1998,46.80886019,1990,3.4298977899999983,3.4298977899999983,7.906823031802168,39.84646901800001,5.151568339842476
CHL,Broad money (% of GDP),1999,51.89663939,1990,5.0877792,5.0877792,10.869265304364163,43.274820288,6.455017844874182
CHL,Broad money (% of GDP),2000,51.58184379,2000,-0.3147955999999965,-0.3147955999999965,-0.6065818590570538,46.4681388,5.612937003558744
CHL,Broad money (% of GDP),2001,87.55772448,2000,35.975880690000004,35.975880690000004,69.74523988802146,56.24480605,17.858580836983155
CHL,Broad money (% of GDP),2002,87.08870656,2000,-0.46901791999999887,-0.46901791999999887,-0.5356670959478116,64.986754882,20.49038528787495
CHL,Broad money (% of GDP),2003,79.32358782,2000,-7.7651187400000055,-7.7651187400000055,-8.916332606972643,71.489700408,18.32410282708482
CHL,Broad money (% of GDP),2004,76.11741803,2000,-3.206169790000004,-3.206169790000004,-4.0418870075259345,76.33385613600001,14.690894156063415
CHL,Broad money (% of GDP),2005,74.65289539,2000,-1.4645226399999984,-1.4645226399999984,-1.92403089582307,80.948066456,6.062143059300817
CHL,Broad money (% of GDP),2006,74.67754258,2000,0.024647189999996044,0.024647189999996044,0.033015718775852854,78.372030076,5.230926954554933
CHL,Broad money (% of GDP),2007,80.24159765,2000,5.564055070000009,5.564055070000009,7.450774192307397,77.002608294,2.626244520104263
CHL,Broad money (% of GDP),2008,77.25443467,2000,-2.987162980000008,-2.987162980000008,-3.722711246390553,76.58877766399999,2.313483992240804
CHL,Broad money (% of GDP),2009,71.88560249,2000,-5.368832179999998,-5.368832179999998,-6.949545618880649,75.742414556,3.151382910297718
